id,realTimePosition,name,lastName,gender,age,country,business category ,company name,worth,worthChange,image,Rank,Population, % of World Population,Date,Source
8088,1897,Donald friese,Friese,M,77,United States,Manufacturing ,manufacturing,1.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a9096ee4bbe6f0fa8266983/416x416.jpg?background=000000&cropX1=1485&cropX2=2684&cropY1=905&cropY2=2104,3,"329,196,803",4.24%,17 Jan 2020,National population clock
5180,1700,"B. wayne hughes, jr.",Hughes,M,57,United States,Real Estate ,storage facilities,1.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59510d964bbe6f18d786ffe9/416x416.jpg?background=000000&cropX1=652&cropX2=4308&cropY1=8&cropY2=3663,3,"329,196,803",4.24%,17 Jan 2020,National population clock
1156,1996,Michael price,Price,M,65,United States,Finance and Investments ,investments,1.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7c6e22a7ea43169012fdf4/416x416.jpg?background=000000&cropX1=139&cropX2=911&cropY1=117&cropY2=890,3,"329,196,803",4.24%,17 Jan 2020,National population clock
7612,1907,Thomas tull,Tull,M,48,United States,Media & Entertainment ,movies,1.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/58b74d7131358e1a35ac50b5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746,3,"329,196,803",4.24%,17 Jan 2020,National population clock
2514,1674,Bharat desai,Desai,M,65,United States,Technology ,IT consulting,1.1 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/73371aed5d8a47d09f73069801fb7c45/416x416.jpg?background=000000&cropX1=206&cropX2=522&cropY1=60&cropY2=375,3,"329,196,803",4.24%,17 Jan 2020,National population clock
2812,2149,Henry davis,Davis,M,67,United States,Food and Beverage ,beef processing,1.0 BUSD,0.0 millions USD,https:http://specials-images.forbesimg.com/imageserve/583db027a7ea431d601a1cf4/416x416.jpg?background=000000&cropX1=151&cropX2=618&cropY1=50&cropY2=517,3,"329,196,803",4.24%,17 Jan 2020,National population clock
9593,2096,Lowell milken,Milken,None,69,United States,Finance and Investments ,investments,1.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a90aa824bbe6f0fa8266b32/416x416.jpg?background=000000&cropX1=0&cropX2=2263&cropY1=276&cropY2=2541,3,"329,196,803",4.24%,17 Jan 2020,National population clock
5587,2147,Carolyn rafaelian,Rafaelian,None,51,United States,Fashion & Retail ,jewelry,1.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/591c59444bbe6f1b730a5366/416x416.jpg?background=000000&cropX1=408&cropX2=1184&cropY1=176&cropY2=952,3,"329,196,803",4.24%,17 Jan 2020,National population clock
1920,2119,Martin selig,Selig,M,80,United States,Real Estate ,real estate,1.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a88d4274bbe6f2652f5d94e/416x416.jpg?background=000000&cropX1=21&cropX2=620&cropY1=33&cropY2=632,3,"329,196,803",4.24%,17 Jan 2020,National population clock
9504,4,Bernard arnault,Arnault,None,69,France,Fashion & Retail ,LVMH,72.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7de808a7ea431690131adf/416x416.jpg?background=000000&cropX1=125&cropX2=2852&cropY1=11&cropY2=2736,20,"67,088,000",0.865%,1 Dec 2019,Monthly National estimate[20]
6970,14,Francoise bettencourt meyers,Bettencourt meyers,None,64,France,Fashion & Retail ,L'Oreal,42.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7def7631358e4955ad0a53/416x416.jpg?background=000000&cropX1=192&cropX2=973&cropY1=69&cropY2=849,20,"67,088,000",0.865%,1 Dec 2019,Monthly National estimate[20]
2573,97,Gerard wertheimer,Wertheimer,None,67,France,Fashion & Retail ,Chanel,13.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7df0a7a7ea431690131ba8/416x416.jpg?background=000000&cropX1=5&cropX2=2632&cropY1=235&cropY2=2861,20,"67,088,000",0.865%,1 Dec 2019,Monthly National estimate[20]
3660,228,Jacques saade,Saade,M,81,France,Logistics ,shipping,7.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7df160a7ea431690131bc5/416x416.jpg?background=000000&cropX1=578&cropX2=2063&cropY1=3&cropY2=1489,20,"67,088,000",0.865%,1 Dec 2019,Monthly National estimate[20]
5741,377,Pierre bellon,Bellon,M,88,France,Service ,food services,6.1 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7dfbc04bbe6f2652f521fb/416x416.jpg?background=000000&cropX1=120&cropX2=1944&cropY1=191&cropY2=2017,20,"67,088,000",0.865%,1 Dec 2019,Monthly National estimate[20]
5945,349,Jean-michel besnier,Besnier,M,51,France,Food and Beverage ,cheese,5.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a953ea1a7ea434a0c275f32/416x416.jpg?background=000000&cropX1=756&cropX2=2664&cropY1=0&cropY2=1906,20,"67,088,000",0.865%,1 Dec 2019,Monthly National estimate[20]
5548,350,Marie besnier beauvalot,Besnier beauvalot,F,38,France,Food and Beverage ,cheese,5.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a953ea1a7ea434a0c275f32/416x416.jpg?background=000000&cropX1=756&cropX2=2664&cropY1=0&cropY2=1906,20,"67,088,000",0.865%,1 Dec 2019,Monthly National estimate[20]
6004,643,Michel leclercq,Leclercq,M,79,France,Fashion & Retail ,sporting goods,4.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59dbce3ba7ea436b47b39bc9/416x416.jpg?background=000000&cropX1=1034&cropX2=2203&cropY1=148&cropY2=1317,20,"67,088,000",0.865%,1 Dec 2019,Monthly National estimate[20]
8843,660,Anne beaufour,Beaufour,F,54,France,Healthcare ,pharmaceuticals,3.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59dceda1a7ea436b47b3a61b/416x416.jpg?background=000000&cropX1=0&cropX2=2396&cropY1=146&cropY2=2542,20,"67,088,000",0.865%,1 Dec 2019,Monthly National estimate[20]
8263,920,Philippe foriel-destezet,Foriel-destezet,M,82,France,Service ,employment agency,2.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7df4bb4bbe6f2652f520f1/416x416.jpg?background=000000&cropX1=0&cropX2=3518&cropY1=607&cropY2=4128,20,"67,088,000",0.865%,1 Dec 2019,Monthly National estimate[20]
7095,1150,Alain taravella,Taravella,M,70,France,Real Estate ,real estate,2.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/56c7be16e4b062f6b59a23d1/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744,20,"67,088,000",0.865%,1 Dec 2019,Monthly National estimate[20]
4171,1175,Christian latouche,Latouche,None,77,France,Finance and Investments ,accounting services,2.1 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7dea4331358e4955ad09ae/416x416.jpg?background=000000&cropX1=965&cropX2=4960&cropY1=0&cropY2=3992,20,"67,088,000",0.865%,1 Dec 2019,Monthly National estimate[20]
2111,1072,Charles edelstenne,Edelstenne,M,80,France,Manufacturing ,aviation,1.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7de9d14bbe6f2652f51fbf/416x416.jpg?background=000000&cropX1=139&cropX2=2043&cropY1=154&cropY2=2059,20,"67,088,000",0.865%,1 Dec 2019,Monthly National estimate[20]
7911,1410,Edouard carmignac,Carmignac,M,70,France,Finance and Investments ,asset management,1.8 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7decc2a7ea431690131b46/416x416.jpg?background=000000&cropX1=380&cropX2=1180&cropY1=95&cropY2=896,20,"67,088,000",0.865%,1 Dec 2019,Monthly National estimate[20]
2538,1166,Francois feuillet,Feuillet,None,69,France,Automotive ,"motorhomes, RVs",1.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7deeb3a7ea431690131b81/416x416.jpg?background=000000&cropX1=551&cropX2=1315&cropY1=491&cropY2=1255,20,"67,088,000",0.865%,1 Dec 2019,Monthly National estimate[20]
9712,7,Carlos slim helu,Slim helu,M,78,Mexico,Telecom ,telecom,67.1 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5a7fcad931358e4955ad21fc/416x416.jpg?background=000000&cropX1=247&cropX2=2010&cropY1=226&cropY2=1990,10,"126,577,691",1.63%,1 Jul 2019,National annual projection[11]
1163,86,German larrea mota velasco,Larrea mota velasco,None,64,Mexico,Metals & Mining ,mining,17.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/597a47174bbe6f3eb800b6b8/416x416.jpg?background=000000&cropX1=1901&cropX2=3603&cropY1=368&cropY2=2069,10,"126,577,691",1.63%,1 Jul 2019,National annual projection[11]
2630,165,Alberto bailleres gonzalez,Bailleres gonzalez,M,86,Mexico,Metals & Mining ,mining,10.7 BUSD,-67.973 millions USD,https://specials-images.forbesimg.com/imageserve/56cbb0e5e4b062f6b59a430a/416x416.jpg?background=000000&cropX1=55&cropX2=1531&cropY1=3&cropY2=1480,10,"126,577,691",1.63%,1 Jul 2019,National annual projection[11]
9887,295,Maria asuncion aramburuzabala,Aramburuzabala,None,55,Mexico,Food and Beverage ,"beer, investments",5.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7fceaf31358e4955ad222e/416x416.jpg?background=000000&cropX1=98&cropX2=687&cropY1=18&cropY2=608,10,"126,577,691",1.63%,1 Jul 2019,National annual projection[11]
7389,742,Antonio del valle ruiz,Del valle ruiz,M,79,Mexico,Manufacturing ,chemicals,3.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7fca614bbe6f2652f53674/416x416.jpg?background=000000&cropX1=364&cropX2=2631&cropY1=4&cropY2=2272,10,"126,577,691",1.63%,1 Jul 2019,National annual projection[11]
2403,1185,Jose and francisco jose calderon rojas,Calderon rojas,M,,Mexico,Food and Beverage ,beverages,2.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8df4f031358e4955adff5c/416x416.jpg?background=000000&cropX1=103&cropX2=948&cropY1=5&cropY2=851,10,"126,577,691",1.63%,1 Jul 2019,National annual projection[11]
8512,1247,Carlos hank rhon,Hank rhon,M,70,Mexico,Diversified ,banking,2.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7fcbf031358e4955ad2203/416x416.jpg?background=000000&cropX1=176&cropX2=1009&cropY1=100&cropY2=933,10,"126,577,691",1.63%,1 Jul 2019,National annual projection[11]
2094,1468,Emilio azcarraga jean,Azcarraga jean,M,50,Mexico,Media & Entertainment ,TV broadcasting,1.7 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7fcc5131358e4955ad2206/416x416.jpg?background=000000&cropX1=2107&cropX2=3429&cropY1=218&cropY2=1540,10,"126,577,691",1.63%,1 Jul 2019,National annual projection[11]
5599,1817,Rufino vigil gonzalez,Vigil gonzalez,M,70,Mexico,Metals & Mining ,steel,1.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/442e1e3ce8c058cb0c8d31e6555c38df/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=110&cropY2=854,10,"126,577,691",1.63%,1 Jul 2019,National annual projection[11]
6539,1983,David penaloza alanis,Penaloza alanis,M,44,Mexico,Construction & Engineering ,toll roads,1.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7bb276a7ea43169012f2ad/416x416.jpg?background=000000&cropX1=591&cropX2=2185&cropY1=30&cropY2=1624,10,"126,577,691",1.63%,1 Jul 2019,National annual projection[11]
5490,26,Hui ka yan,Hui,M,59,China,Real Estate ,real estate,30.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5aecc8f4a7ea436b547c4c52/416x416.jpg?background=000000&cropX1=372&cropX2=2640&cropY1=490&cropY2=2756,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
3872,31,Yang huiyan,Yang,F,37,China,Real Estate ,real estate,21.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a0b1b83a7ea436b47b558ba/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=3&cropY2=602,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
9117,64,Wang wei,Wang,M,48,China,Service ,package delivery,18.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7cf9f7a7ea431690130d30/416x416.jpg?background=000000&cropX1=1243&cropX2=2927&cropY1=150&cropY2=1834,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
9662,80,William ding,Ding,M,46,China,Technology ,online games,17.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7d09364bbe6f2652f51155/416x416.jpg?background=000000&cropX1=4&cropX2=1672&cropY1=396&cropY2=2063,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
8085,83,Li shufu,Li,None,55,China,Automotive ,automobiles,15.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7ccad231358e4955acf931/416x416.jpg?background=000000&cropX1=488&cropX2=1703&cropY1=161&cropY2=1377,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
3263,166,Yan zhi,Yan,M,45,China,Real Estate ,real estate,10.1 BUSD,-0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5a7d188a31358e4955acfd79/416x416.jpg?background=000000&cropX1=295&cropX2=1493&cropY1=40&cropY2=1239,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
4387,189,Guo guangchang,Guo,M,51,China,Diversified ,conglomerate,8.1 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7cb3354bbe6f2652f5081f/416x416.jpg?background=000000&cropX1=0&cropX2=2669&cropY1=0&cropY2=2666,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
7727,131,Sun piaoyang,Sun,M,59,China,Healthcare ,pharmaceuticals,7.7 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/3de45e9af16377721a274ce5a2d90cc9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=116&cropY2=860,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
9348,234,Wu shaoxun,Wu,M,62,China,Food and Beverage ,wine,7.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8dfa6b4bbe6f2652f62ca0/416x416.jpg?background=000000&cropX1=2&cropX2=877&cropY1=7&cropY2=883,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
6905,308,Jason jiang,Jiang,M,45,China,Media & Entertainment ,advertising,6.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/58093d3aa7ea435b91b047e0/416x416.jpg?background=000000&cropX1=61&cropX2=683&cropY1=45&cropY2=667,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
8918,192,Ma jianrong,Ma,M,54,China,Fashion & Retail ,"textiles, apparel",6.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/561faff9e4b0ffa7afe5e200/416x416.jpg?background=000000&cropX1=6&cropX2=744&cropY1=5&cropY2=743,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
3392,283,Yao liangsong,Yao,M,53,China,Manufacturing ,furniture,5.8 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a0b22bda7ea436b47b559f2/416x416.jpg?background=000000&cropX1=896&cropX2=2137&cropY1=260&cropY2=1501,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
6831,244,Kei hoi pang,Kei,None,52,China,Real Estate ,real estate,5.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/1fa4a144289692d99fbce365c9d33f87/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
4664,224,Zhang bangxin,Zhang,M,38,China,Service ,after-school tutoring,5.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7d1eb7a7ea431690130eaa/416x416.jpg?background=000000&cropX1=432&cropX2=1255&cropY1=131&cropY2=954,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
1210,486,Lin xiucheng,Lin,M,62,China,Technology ,electronics,5.4 BUSD,-0.001 millions USD,https:http://specials-images.forbesimg.com/imageserve/c6c43100dbae28f161e7055a5e75f340/416x416.jpg?background=000000&cropX1=8&cropX2=591&cropY1=105&cropY2=688,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
9168,419,Liang wengen,Liang,M,61,China,Manufacturing ,construction equipment,4.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/561fad16e4b0ffa7afe5e1bf/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=82&cropY2=822,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
7677,613,Fang wei,Fang,M,44,China,Manufacturing ,steel,4.5 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5a7cafb031358e4955acf666/416x416.jpg?background=000000&cropX1=1260&cropX2=4999&cropY1=8&cropY2=3744,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
9351,462,Fan hongwei,Fan,F,51,China,Energy ,petrochemicals,4.1 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59dbd0f94bbe6f37dda034e6/416x416.jpg?background=000000&cropX1=168&cropX2=740&cropY1=28&cropY2=600,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
3115,650,Yu huijiao,Yu,M,52,China,Logistics ,package delivery,4.0 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5a7d1bc14bbe6f2652f51217/416x416.jpg?background=000000&cropX1=15&cropX2=1937&cropY1=258&cropY2=2180,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
2606,692,Jiang weiping,Jiang,M,63,China,Manufacturing ,chemicals,3.8 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/562e57f2e4b0ffa7afe645f1/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=113&cropY2=854,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
5823,632,Zhang jin,Zhang,None,46,China,Diversified ,diversified,3.8 BUSD,-8.253 millions USD,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
7453,804,Li gaiteng,Li,M,46,China,Manufacturing ,hair dryers,3.7 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a57a51b31358e4955aa8005/416x416.jpg?background=000000&cropX1=136&cropX2=1300&cropY1=7&cropY2=1172,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
6793,457,Cao longxiang,Cao,M,60,China,Healthcare ,pharmaceuticals,3.6 BUSD,-0.001 millions USD,https:http://specials-images.forbesimg.com/imageserve/56c68eb1e4b062f6b59a1458/416x416.jpg?background=000000&cropX1=159&cropX2=634&cropY1=305&cropY2=780,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
3248,279,Jiang rensheng,Jiang,M,64,China,Healthcare ,vaccine production,3.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
2838,683,Zhang xin,Zhang,None,52,China,Real Estate ,real estate,3.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7d22214bbe6f2652f51261/416x416.jpg?background=000000&cropX1=518&cropX2=1853&cropY1=674&cropY2=2009,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
4786,1061,Gao tianguo,Gao,None,66,China,Real Estate ,"real estate, finance",3.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59231261a7ea434078d441dc/416x416.jpg?background=000000&cropX1=187&cropX2=1015&cropY1=89&cropY2=916,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
4460,765,Sun guangxin,Sun,None,55,China,Diversified ,diversified,3.4 BUSD,-0.001 millions USD,https://specials-images.forbesimg.com/imageserve/6ac3c6fe0ad3a3524d1782dc8352606d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=3&cropY2=747,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
7838,1117,Wang jian,Wang,None,64,China,Technology ,healthcare services,3.1 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a875bad31358e4955ada843/416x416.jpg?background=000000&cropX1=5&cropX2=1193&cropY1=271&cropY2=1459,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
3076,546,Wang zhenhua,Wang,None,56,China,Real Estate ,real estate,3.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7d074831358e4955acfcd6/416x416.jpg?background=000000&cropX1=15&cropX2=474&cropY1=136&cropY2=595,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
4375,814,Simon xie,Xie,None,48,China,Technology ,online payment service,3.0 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/eb0f2e7c5736b370425f7365da5bacad/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=76&cropY2=820,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
7536,655,Ding shizhong,Ding,M,47,China,Fashion & Retail ,sports apparel,2.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/589cf24031358e1a35ab09c3/416x416.jpg?background=000000&cropX1=89&cropX2=740&cropY1=2&cropY2=653,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
7375,788,Feng hailiang,Feng,M,57,China,Metals & Mining ,"copper, education",2.9 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/19142347cb10340af509de5267f85c3e/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=32&cropY2=776,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
7797,724,Ke zunhong,Ke,M,63,China,Healthcare ,pharmaceuticals,2.9 BUSD,0.0 millions USD,https:http://specials-images.forbesimg.com/imageserve/5809454531358e238315e7e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=174&cropY2=918,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
2703,685,Ding shijia,Ding,M,54,China,Fashion & Retail ,sportswear,2.8 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59dd30d731358e542c039102/416x416.jpg?background=000000&cropX1=522&cropX2=1590&cropY1=70&cropY2=1138,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
3314,1288,Shi yuzhu,Shi,M,55,China,Diversified ,"online games, investments",2.8 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5a7cecbb4bbe6f2652f51076/416x416.jpg?background=000000&cropX1=391&cropX2=2589&cropY1=9&cropY2=2206,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
2656,934,Zhang wenzhong,Zhang,None,56,China,Fashion & Retail ,Retail,2.7 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7d249b4bbe6f2652f51279/416x416.jpg?background=000000&cropX1=0&cropX2=1146&cropY1=89&cropY2=1235,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
8987,772,Chen fashu,Chen,M,57,China,Finance and Investments ,investments,2.6 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/9c4a0c1973e27328429243fc03202ab6/416x416.jpg?background=000000&cropX1=144&cropX2=839&cropY1=103&cropY2=798,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
2891,1012,Shen wenrong,Shen,M,72,China,Metals & Mining ,steel production,2.6 BUSD,-0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5a7cec5ba7ea431690130cd9/416x416.jpg?background=000000&cropX1=14&cropX2=2681&cropY1=542&cropY2=3207,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
2594,606,Shen yuxing,Shen,M,59,China,Real Estate ,real estate,2.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7cec5ba7ea431690130cd9/416x416.jpg?background=000000&cropX1=14&cropX2=2681&cropY1=542&cropY2=3207,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
3611,991,Li zhongchu,Li,M,54,China,Technology ,software,2.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a9553d131358e79a28a60e0/416x416.jpg?background=000000&cropX1=33&cropX2=1054&cropY1=245&cropY2=1267,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
4991,1051,Kong jian min,Kong,M,50,China,Real Estate ,real estate,2.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/58a658d831358e1a35ab8d3a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=10&cropY2=754,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
9323,1142,Shen guojun,Shen,M,55,China,Fashion & Retail ,retail,2.2 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5a7cec0b31358e4955acfc0e/416x416.jpg?background=000000&cropX1=484&cropX2=1908&cropY1=142&cropY2=1566,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
6772,1141,Xiao wenge,Xiao,M,51,China,Media & Entertainment ,entertainment,2.2 BUSD,-0.001 millions USD,https://specials-images.forbesimg.com/imageserve/b503b236a2b585fd51be8e054fcf03b3/416x416.jpg?background=000000&cropX1=127&cropX2=739&cropY1=124&cropY2=736,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
9030,1208,Mao lixiang,Mao,M,77,China,Technology ,cooking appliances,2.1 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a875b264bbe6f2652f5cbad/416x416.jpg?background=000000&cropX1=0&cropX2=1360&cropY1=110&cropY2=1471,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
9880,1188,Ye cheng,Ye,None,56,China,Diversified ,conglomerate,2.1 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/589de75931358e1a35ab137c/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=44&cropY2=787,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
4820,584,Li ge,Li,M,51,China,Healthcare ,biotech,2.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a87528931358e4955ada79d/416x416.jpg?background=000000&cropX1=364&cropX2=2000&cropY1=583&cropY2=2220,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
7810,858,Liu ming hui,Liu,M,55,China,Energy ,natural gas distribution,2.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7cda0fa7ea431690130b75/416x416.jpg?background=000000&cropX1=1126&cropX2=3692&cropY1=63&cropY2=2627,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
4686,1429,Su suyu,Su,F,69,China,Real Estate ,"utilities, real estate",2.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/564a387be4b0ffa7afe72f81/416x416.jpg?background=000000&cropX1=58&cropX2=681&cropY1=0&cropY2=624,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
3085,1604,Xiao yongming,Xiao,M,53,China,Diversified ,fertilizer,1.9 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5a7e182aa7ea431690132282/416x416.jpg?background=000000&cropX1=99&cropX2=859&cropY1=82&cropY2=841,1,"1,400,926,640",18.1%,17 Jan 2020,National population clock
