id,realTimePosition,name,lastName,gender,age,country,business category ,company name,worth,worthChange,image
1060,333,Laurence graff,Graff,M,80,United Kingdom,Fashion & Retail ,diamond jewelry,5.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a815de8a7ea4316901342af/416x416.jpg?background=000000&cropX1=205&cropX2=1196&cropY1=10&cropY2=1001
4796,286,Jen-hsun huang,Huang,M,55,None,Technology ,semiconductors,5.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59d7e06331358e542c036d4d/416x416.jpg?background=000000&cropX1=920&cropX2=2166&cropY1=1080&cropY2=2326
2329,394,Charles johnson,Johnson,M,85,None,Finance and Investments ,money management,5.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59d596e94bbe6f37dda00492/416x416.jpg?background=000000&cropX1=1056&cropX2=2599&cropY1=320&cropY2=1863
5485,334,Jerry jones,Jones,None,75,None,Sports ,Dallas Cowboys,5.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8da95231358e4955adf510/416x416.jpg?background=000000&cropX1=765&cropX2=3552&cropY1=297&cropY2=3084
6831,244,Kei hoi pang,Kei,None,52,China,Real Estate ,real estate,5.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/1fa4a144289692d99fbce365c9d33f87/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744
2198,351,Kwee family,Kwee,M,,None,Real Estate ,Real Estate,5.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/6c8f2163dc502eb7562971f3f311e036/416x416.jpg?background=000000&cropX1=361&cropX2=3071&cropY1=626&cropY2=3338
6449,389,Lee shin cheng,Lee,M,79,None,Manufacturing ,"palm oil, property",5.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/e5c176130a3760d9c0d50372abdb3d15/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=131&cropY2=875
1663,280,Richard lefrak,Lefrak,M,72,None,Real Estate ,real estate,5.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8da99e4bbe6f2652f620cd/416x416.jpg?background=000000&cropX1=9&cropX2=2000&cropY1=304&cropY2=2297
2106,328,Shigenobu nagamori,Nagamori,M,73,None,Manufacturing ,motors,5.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5ac24fd1a7ea432fbc1dc84d/416x416.jpg?background=000000&cropX1=326&cropX2=2652&cropY1=229&cropY2=2557
2352,297,Steven rales,Rales,M,67,None,Manufacturing ,manufacturing,5.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/55fa1974e4b0ffa7afe4ad15/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=19&cropY2=763
3133,422,Friede springer,Springer,F,75,None,Media & Entertainment ,publishing,5.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7e1184a7ea431690131fad/416x416.jpg?background=000000&cropX1=1496&cropX2=4937&cropY1=0&cropY2=3439
9254,330,Yeung kin-man,Yeung,M,54,None,Manufacturing ,electronics,5.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/56fc2c24e4b009bee2227b07/416x416.jpg?background=000000&cropX1=16&cropX2=733&cropY1=24&cropY2=741
3885,345,Rinat akhmetov,Akhmetov,M,51,None,Metals & Mining ,"steel, coal",5.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a814ec531358e4955ad3316/416x416.jpg?background=000000&cropX1=5&cropX2=1151&cropY1=59&cropY2=1206
7856,360,Shari arison,Arison,F,60,None,Service ,Carnival Cruises,5.5 BUSD,37.583 millions USD,https://specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760
5730,310,Dannine avara,Avara,F,54,None,Energy ,pipelines,5.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760
7613,379,Rahel blocher,Blocher,None,42,None,Manufacturing ,chemicals,5.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a812bbe4bbe6f2652f54644/416x416.jpg?background=000000&cropX1=16&cropX2=570&cropY1=54&cropY2=608
2102,400,Andrew currie,Currie,None,62,United Kingdom,Manufacturing ,chemicals,5.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767
2558,312,Scott duncan,Duncan,None,36,None,Energy ,pipelines,5.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767
7855,311,Milane frantz,Frantz,None,48,None,Energy ,pipelines,5.5 BUSD,0.0 millions USD,https:http://specials-images.forbesimg.com/imageserve/087ea54ecfa62609c6cafe4bd4410588/416x416.jpg?background=000000&cropX1=0&cropX2=548&cropY1=24&cropY2=572
5972,414,Diane hendricks,Hendricks,F,71,None,Construction & Engineering ,roofing,5.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59148f4131358e03e558fd14/416x416.jpg?background=000000&cropX1=92&cropX2=377&cropY1=145&cropY2=430
2099,380,Magdalena martullo-blocher,Martullo-blocher,F,49,None,Manufacturing ,chemicals,5.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8127ec31358e4955ad3131/416x416.jpg?background=000000&cropX1=33&cropX2=1496&cropY1=51&cropY2=1513
7291,493,Hiroshi mikitani,Mikitani,None,53,None,Fashion & Retail ,online retail,5.5 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5ac2504c4bbe6f2310f13b42/416x416.jpg?background=000000&cropX1=1729&cropX2=4186&cropY1=1222&cropY2=3681
1174,339,Gabe newell,Newell,None,55,United States,Gambling & Casinos ,videogames,5.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/9efa03c25417e97cae2969a1a4c60335/416x416.jpg?background=000000&cropX1=6&cropX2=663&cropY1=189&cropY2=846
7551,344,Pan sutong,Pan,None,55,None,Real Estate ,"real estate, finance",5.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a57a031a7ea431690109c30/416x416.jpg?background=000000&cropX1=0&cropX2=1584&cropY1=133&cropY2=1716
6516,378,Anthony pratt,Pratt,M,58,Australia,Manufacturing ,manufacturing,5.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59f740c331358e542c046b95/416x416.jpg?background=000000&cropX1=69&cropX2=930&cropY1=93&cropY2=954
2643,401,John reece,Reece,None,61,None,Manufacturing ,chemicals,5.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/58a0baa54bbe6f0e55869bfa/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=77&cropY2=821
2228,309,Randa williams,Williams,None,56,None,Energy ,pipelines,5.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/08e1b96a529223a3ac25ca9a21cc8092/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805
4664,224,Zhang bangxin,Zhang,M,38,China,Service ,after-school tutoring,5.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7d1eb7a7ea431690130eaa/416x416.jpg?background=000000&cropX1=432&cropX2=1255&cropY1=131&cropY2=954
7288,413,Zhang shiping,Zhang,M,71,None,Metals & Mining ,aluminum products,5.5 BUSD,-0.001 millions USD,https://specials-images.forbesimg.com/imageserve/561faedfe4b0ffa7afe5e1f7/416x416.jpg?background=000000&cropX1=34&cropX2=744&cropY1=343&cropY2=1054
5945,349,Jean-michel besnier,Besnier,M,51,France,Food and Beverage ,cheese,5.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a953ea1a7ea434a0c275f32/416x416.jpg?background=000000&cropX1=756&cropX2=2664&cropY1=0&cropY2=1906
5548,350,Marie besnier beauvalot,Besnier beauvalot,F,38,France,Food and Beverage ,cheese,5.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a953ea1a7ea434a0c275f32/416x416.jpg?background=000000&cropX1=756&cropX2=2664&cropY1=0&cropY2=1906
7636,363,Richard devos,Devos,M,92,None,Service ,Amway,5.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/57e05bec4bbe6f6781c5259e/416x416.jpg?background=000000&cropX1=217&cropX2=736&cropY1=15&cropY2=534
9746,366,Michael herz,Herz,M,74,None,Fashion & Retail ,coffee,5.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/639efe5158324638ac90ee5b98fc76f0/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=100&cropY2=843
3538,367,Wolfgang herz,Herz,M,67,None,Fashion & Retail ,coffee,5.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7e5fd54bbe6f2652f52a24/416x416.jpg?background=000000&cropX1=0&cropX2=2624&cropY1=256&cropY2=2881
3330,370,Kjeld kirk kristiansen,Kristiansen,M,70,None,Manufacturing ,Lego,5.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7dd83aa7ea43169013181a/416x416.jpg?background=000000&cropX1=3&cropX2=1380&cropY1=191&cropY2=1568
9701,371,Sofie kirk kristiansen,Kristiansen,None,42,Denmark,Manufacturing ,Lego,5.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7dd83aa7ea43169013181a/416x416.jpg?background=000000&cropX1=3&cropX2=1380&cropY1=191&cropY2=1568
8704,372,Thomas kirk kristiansen,Kristiansen,None,,Denmark,Manufacturing ,Lego,5.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8709334bbe6f2652f5bfdb/416x416.jpg?background=000000&cropX1=86&cropX2=713&cropY1=111&cropY2=737
5782,348,Lam wai ying,Lam,None,,None,Manufacturing ,smartphone screens,5.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8709334bbe6f2652f5bfdb/416x416.jpg?background=000000&cropX1=86&cropX2=713&cropY1=111&cropY2=737
1210,486,Lin xiucheng,Lin,M,62,China,Technology ,electronics,5.4 BUSD,-0.001 millions USD,https:http://specials-images.forbesimg.com/imageserve/c6c43100dbae28f161e7055a5e75f340/416x416.jpg?background=000000&cropX1=8&cropX2=591&cropY1=105&cropY2=688
1993,356,Margarita louis-dreyfus,Louis-dreyfus,None,56,Switzerland,Food and Beverage ,commodities,5.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8128b34bbe6f2652f54640/416x416.jpg?background=000000&cropX1=91&cropX2=1241&cropY1=197&cropY2=1346
4794,323,George roberts,Roberts,None,74,USA,Finance and Investments ,private equity,5.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59d64f804bbe6f37dda00abe/416x416.jpg?background=000000&cropX1=726&cropX2=3183&cropY1=63&cropY2=2519
8269,301,"Edward roski, jr.",Roski,M,79,None,Real Estate ,real estate,5.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/57e0613b4bbe6f6781c525d6/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=153&cropY2=897
8837,369,Agnete kirk thinggaard,Thinggaard,F,,None,Manufacturing ,Lego,5.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a87083431358e4955ad9fd8/416x416.jpg?background=000000&cropX1=546&cropX2=1857&cropY1=0&cropY2=1312
9611,469,Mike adenuga,Adenuga,M,65,None,Diversified ,"telecom, oil",5.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7fd8c84bbe6f2652f53737/416x416.jpg?background=000000&cropX1=282&cropX2=1706&cropY1=0&cropY2=1424
3120,292,Jim davis,Davis,M,75,USA,Manufacturing ,New Balance,5.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8ddcc64bbe6f2652f62868/416x416.jpg?background=000000&cropX1=2456&cropX2=3916&cropY1=779&cropY2=2238
9834,307,David filo,Filo,M,52,United States,Technology ,Yahoo,5.3 BUSD,530.206 millions USD,https://specials-images.forbesimg.com/imageserve/5a7de49131358e4955ad092f/416x416.jpg?background=000000&cropX1=1014&cropX2=4154&cropY1=126&cropY2=3264
5802,374,Pansy ho,Ho,None,55,Hong Kong,Gambling & Casinos ,casinos,5.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7e73f131358e4955ad1472/416x416.jpg?background=000000&cropX1=185&cropX2=1587&cropY1=304&cropY2=1707
3227,332,Henry kravis,Kravis,None,74,None,Finance and Investments ,private equity,5.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8da9054bbe6f2652f620b4/416x416.jpg?background=000000&cropX1=472&cropX2=1681&cropY1=171&cropY2=1380
9859,347,Emanuele (lino) saputo,Saputo,None,81,Canada,Food and Beverage ,cheese,5.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7ba7ef4bbe6f2652f4f2de/416x416.jpg?background=000000&cropX1=690&cropX2=2779&cropY1=601&cropY2=2691
2093,487,Xu chuanhua,Xu,M,83,None,Manufacturing ,"chemicals, logistics",5.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7ba7ef4bbe6f2652f4f2de/416x416.jpg?background=000000&cropX1=690&cropX2=2779&cropY1=601&cropY2=2691
7217,314,Alexander abramov,Abramov,M,59,None,Metals & Mining ,"steel, mining",5.2 BUSD,-0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5a808807a7ea43169013395c/416x416.jpg?background=000000&cropX1=491&cropX2=1657&cropY1=61&cropY2=1226
9060,296,Israel englander,Englander,None,69,United States,Finance and Investments ,hedge funds,5.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/55fa0dd9e4b0ffa7afe4acc0/416x416.jpg?background=000000&cropX1=34&cropX2=619&cropY1=60&cropY2=645
5570,420,Frits goldschmeding,Goldschmeding,None,84,None,Service ,temp agency,5.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/58a37faca7ea431f32198552/416x416.jpg?background=000000&cropX1=132&cropX2=461&cropY1=182&cropY2=511
7018,420,Marian ilitch,Ilitch,F,85,None,Food and Beverage ,"pizza, sports team",5.2 BUSD,nan millions USD,https://specials-images.forbesimg.com/imageserve/58aca06f31358e1a35abc56d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=89&cropY2=833
4601,364,Bruce kovner,Kovner,M,73,United States,Finance and Investments ,hedge funds,5.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/57e05cda31358e16c589b926/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=26&cropY2=769
6734,357,George lucas,Lucas,M,74,None,Media & Entertainment ,Star Wars,5.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8da89f31358e4955adf4c9/416x416.jpg?background=000000&cropX1=261&cropX2=1671&cropY1=219&cropY2=1629
7042,507,Kalanithi maran,Maran,M,52,None,Media & Entertainment ,media,5.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59cc09144bbe6f37dd9f9044/416x416.jpg?background=000000&cropX1=774&cropX2=3152&cropY1=5&cropY2=2384
7644,415,Elisabeth mohn,Mohn,F,77,Germany,Media & Entertainment ,publishing,5.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7e1011a7ea431690131f77/416x416.jpg?background=000000&cropX1=1434&cropX2=4626&cropY1=7&cropY2=3196
8638,341,"Robert rich, jr.",Rich,M,77,None,Food and Beverage ,frozen foods,5.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/30280b1006a2e237496205f17ab820a9/416x416.jpg?background=000000&cropX1=24&cropX2=704&cropY1=42&cropY2=722
5879,496,Wang chuanfu,Wang,M,52,None,Automotive ,"batteries, automobiles",5.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7cf5cba7ea431690130d1e/416x416.jpg?background=000000&cropX1=1031&cropX2=4249&cropY1=7&cropY2=3225
2938,373,Maria fernanda amorim,Amorim,F,83,None,Diversified ,"energy, investments",5.1 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7cf5cba7ea431690130d1e/416x416.jpg?background=000000&cropX1=1031&cropX2=4249&cropY1=7&cropY2=3225
6947,443,Pyotr aven,Aven,None,63,None,Energy ,"oil, banking, telecom",5.1 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a80afeca7ea431690133ba9/416x416.jpg?background=000000&cropX1=0&cropX2=992&cropY1=26&cropY2=1018
4536,354,Bernard marcus,Marcus,M,89,None,Fashion & Retail ,Home Depot,5.1 BUSD,0.0 millions USD,https:http://specials-images.forbesimg.com/imageserve/5601ba9de4b0ffa7afe4f3e1/416x416.jpg?background=000000&cropX1=37&cropX2=744&cropY1=56&cropY2=763
8224,558,Pedro moreira salles,Moreira salles,M,58,None,Diversified ,"banking, minerals",5.1 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7b970f4bbe6f2652f4f182/416x416.jpg?background=000000&cropX1=80&cropX2=2749&cropY1=0&cropY2=2670
8885,361,Frederick smith,Smith,M,73,None,Logistics ,FedEx,5.1 BUSD,-0.001 millions USD,https://specials-images.forbesimg.com/imageserve/56d6fc6ee4b0c144a7f69c91/416x416.jpg?background=000000&cropX1=100&cropX2=717&cropY1=18&cropY2=635
5562,336,Ronda stryker,Stryker,F,64,None,Healthcare ,medical equipment,5.1 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/55fa1ca9e4b0ffa7afe4ad5a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=81&cropY2=825
4348,388,Richard branson,Branson,M,67,None,Diversified ,Virgin,5.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a81613e4bbe6f2652f54830/416x416.jpg?background=000000&cropX1=1081&cropX2=3606&cropY1=296&cropY2=2820
7343,441,Subhash chandra,Chandra,M,67,None,Media & Entertainment ,media,5.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59d3d6ce31358e542c0344be/416x416.jpg?background=000000&cropX1=1886&cropX2=4500&cropY1=9&cropY2=2624
3662,446,Denise coates,Coates,F,50,UK,Gambling & Casinos ,online gambling,5.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8157de4bbe6f2652f547d0/416x416.jpg?background=000000&cropX1=244&cropX2=1268&cropY1=2&cropY2=1026
4542,358,Martha ingram,Ingram,None,82,None,Media & Entertainment ,"book distribution, transportation",5.0 BUSD,0.0 millions USD,https:http://specials-images.forbesimg.com/imageserve/0c186d731d1dfabdfc4d436fc9add327/416x416.jpg?background=000000&cropX1=169&cropX2=644&cropY1=27&cropY2=502
3817,406,Law kar po,Law,None,70,None,Real Estate ,real estate,5.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/56896bd8e4b0ffa7afe8a5d8/416x416.jpg?background=000000&cropX1=173&cropX2=1576&cropY1=247&cropY2=1649
8622,391,Joe lewis,Lewis,M,81,United Kingdom,Finance and Investments ,investments,5.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/2d5e4df45e57233fed043051652af0b8/416x416.jpg?background=000000&cropX1=124&cropX2=2188&cropY1=0&cropY2=2066
5601,405,Gabriella meister,Meister,F,70,None,Manufacturing ,appliances,5.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/2d5e4df45e57233fed043051652af0b8/416x416.jpg?background=000000&cropX1=124&cropX2=2188&cropY1=0&cropY2=2066
3873,570,Fernando roberto moreira salles,Moreira salles,M,72,Brazil,Diversified ,"banking, minerals",5.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/2d5e4df45e57233fed043051652af0b8/416x416.jpg?background=000000&cropX1=124&cropX2=2188&cropY1=0&cropY2=2066
1468,569,Joao moreira salles,Moreira salles,M,56,None,Diversified ,"banking, minerals",5.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7b7f56a7ea43169012eec2/416x416.jpg?background=000000&cropX1=1941&cropX2=5568&cropY1=48&cropY2=3673
3559,571,Walther moreira salles junior,Moreira salles junior,M,62,Brazil,Finance and Investments ,"banking, minerals",5.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7b99aa31358e4955ace000/416x416.jpg?background=000000&cropX1=14&cropX2=2133&cropY1=183&cropY2=2304
6216,433,Pankaj patel,Patel,M,65,None,Healthcare ,pharmaceuticals,5.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7f40de31358e4955ad1ab2/416x416.jpg?background=000000&cropX1=754&cropX2=3948&cropY1=7&cropY2=3203
1688,385,Karen pritzker,Pritzker,None,60,United States,Service ,"hotels, investments",5.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/83fbe5433dfa59f56151a75692d7107d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=24&cropY2=768
2043,466,Thomas schmidheiny,Schmidheiny,None,72,None,Construction & Engineering ,cement,5.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a812d2e31358e4955ad317c/416x416.jpg?background=000000&cropX1=731&cropX2=3382&cropY1=17&cropY2=2666
5508,416,Vichai srivaddhanaprabha,Srivaddhanaprabha,M,60,None,Fashion & Retail ,duty-free,5.0 BUSD,-0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5ad8dbcc4bbe6f2310f30bbc/416x416.jpg?background=000000&cropX1=983&cropX2=3887&cropY1=388&cropY2=3289
5384,321,Keiichiro takahara,Takahara,M,87,None,Manufacturing ,diapers,5.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/551acc08e4b0ffa93fd266d4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=100&cropY2=844
1483,497,M.a. yusuff ali,Yusuff ali,None,62,None,Fashion & Retail ,retail,5.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7f33f14bbe6f2652f52f71/416x416.jpg?background=000000&cropX1=122&cropX2=1106&cropY1=0&cropY2=985
1729,407,Robert bass,Bass,M,70,None,Energy ,"oil, investments",4.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59d67a6d31358e542c036094/416x416.jpg?background=000000&cropX1=491&cropX2=1750&cropY1=525&cropY2=1784
7995,302,Marc benioff,Benioff,None,53,None,Technology ,business software,4.9 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/59d7cc144bbe6f37dda01db7/416x416.jpg?background=000000&cropX1=749&cropX2=2926&cropY1=188&cropY2=2364
3694,461,Martin & olivier bouygues,Bouygues,M,,None,Construction & Engineering ,"construction, media",4.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/bd193087013752ba2761836aea9beace/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748
4271,474,Chung mong-koo,Chung,M,80,None,Automotive ,motor vehicles,4.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5b15a4284bbe6f74868b8fb9/416x416.jpg?background=000000&cropX1=10&cropX2=3386&cropY1=5&cropY2=3382
5303,346,Charles dolan,Dolan,M,91,None,Media & Entertainment ,cable television,4.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/04bf8bc05f398814c72260b756b2fc5a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=39&cropY2=783
3550,392,Ray lee hunt,Hunt,M,75,United States,Energy ,"oil, real estate",4.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5605a059e4b0ffa7afe518cd/416x416.jpg?background=000000&cropX1=0&cropX2=374&cropY1=25&cropY2=399
3916,508,Liu yonghao,Liu,M,66,None,Service ,agribusiness,4.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7cdce9a7ea431690130bca/416x416.jpg?background=000000&cropX1=402&cropX2=3421&cropY1=20&cropY2=3036
5280,343,John overdeck,Overdeck,M,48,None,Finance and Investments ,hedge funds,4.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8dd57331358e4955adfab7/416x416.jpg?background=000000&cropX1=1830&cropX2=2481&cropY1=47&cropY2=698
4117,453,Ajay piramal,Piramal,M,62,None,Healthcare ,pharmaceuticals,4.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7f033b4bbe6f2652f52cc9/416x416.jpg?background=000000&cropX1=532&cropX2=2491&cropY1=207&cropY2=2168
6827,639,"Enrique razon, jr.",Razon,M,58,Philippines,Logistics ,ports,4.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a806519a7ea431690133751/416x416.jpg?background=000000&cropX1=937&cropX2=3600&cropY1=6&cropY2=2667
3669,411,Sumner redstone,Redstone,M,95,United States,Media & Entertainment ,media,4.9 BUSD,-0.001 millions USD,https://specials-images.forbesimg.com/imageserve/59d65d5a31358e542c035e47/416x416.jpg?background=000000&cropX1=0&cropX2=2289&cropY1=77&cropY2=2365
9246,355,Paolo & gianfelice mario rocca,Rocca,M,,None,Metals & Mining ,pipe manufacturing,4.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/589faa1f31358e1a35ab2c22/416x416.jpg?background=000000&cropX1=130&cropX2=713&cropY1=0&cropY2=583
5921,340,Reinhold schmieding,Schmieding,M,63,United States,Healthcare ,medical devices,4.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/ba18b6f38b0a9ad48193fbb68d7e2af2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=174&cropY2=918
8182,342,David siegel,Siegel,M,56,None,Finance and Investments ,hedge funds,4.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8dd482a7ea431690140ad3/416x416.jpg?background=000000&cropX1=1463&cropX2=3000&cropY1=114&cropY2=1650
4132,428,Andrei skoch,Skoch,M,52,None,Metals & Mining ,steel,4.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8093dca7ea431690133a06/416x416.jpg?background=000000&cropX1=4&cropX2=1510&cropY1=7&cropY2=1512
5352,421,Yu yong,Yu,None,57,None,Finance and Investments ,mining,4.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8093dca7ea431690133a06/416x416.jpg?background=000000&cropX1=4&cropX2=1510&cropY1=7&cropY2=1512
6221,398,Sam zell,Zell,M,76,United States,Real Estate ,"real estate, private equity",4.9 BUSD,-0.001 millions USD,https://specials-images.forbesimg.com/imageserve/55eeed2de4b0ffa7afe46f76/416x416.jpg?background=000000&cropX1=2&cropX2=741&cropY1=145&cropY2=885
5849,399,Zhou jianping,Zhou,M,58,None,Fashion & Retail ,fashion retail,4.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7d28f24bbe6f2652f512b4/416x416.jpg?background=000000&cropX1=0&cropX2=677&cropY1=39&cropY2=716
7438,390,Bajaj brothers,Bajaj,None,,None,Diversified ,diversified,4.8 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7f0f23a7ea4316901328cb/416x416.jpg?background=000000&cropX1=525&cropX2=2538&cropY1=580&cropY2=2592
