id,realTimePosition,name,lastName,gender,age,country,business category ,company name,worth,worthChange,image
9081,41,Thomas peterffy,Peterffy,M,73,USA,Finance and Investments ,discount brokerage,20.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59d55c694bbe6f37dda00008/416x416.jpg?background=000000&cropX1=904&cropX2=2836&cropY1=905&cropY2=2839
6710,54,"Theo albrecht, jr.",Albrecht,M,67,None,Fashion & Retail ,"Aldi, Trader Joe's",20.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59d55c694bbe6f37dda00008/416x416.jpg?background=000000&cropX1=904&cropX2=2836&cropY1=905&cropY2=2839
8281,44,Len blavatnik,Blavatnik,None,61,USA,Diversified ,diversified,20.2 BUSD,-0.001 millions USD,https://specials-images.forbesimg.com/imageserve/59d50f2831358e542c034f95/416x416.jpg?background=000000&cropX1=963&cropX2=2028&cropY1=234&cropY2=1299
9107,47,He xiangjian,He,M,75,None,Manufacturing ,home appliances,20.1 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5a7cb54ca7ea431690130761/416x416.jpg?background=000000&cropX1=210&cropX2=1953&cropY1=660&cropY2=2404
3677,46,Lui che woo,Lui,M,89,None,Gambling & Casinos ,casinos,20.1 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7e7153a7ea431690132553/416x416.jpg?background=000000&cropX1=1591&cropX2=4746&cropY1=14&cropY2=3168
3062,50,James simons,Simons,M,80,United States,Finance and Investments ,hedge funds,20.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8d914e4bbe6f2652f61c2f/416x416.jpg?background=000000&cropX1=2670&cropX2=3520&cropY1=341&cropY2=1190
5304,67,Henry sy,Sy,M,93,None,Diversified ,diversified,20.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8ed22d31358e4955ae072b/416x416.jpg?background=000000&cropX1=568&cropX2=3083&cropY1=131&cropY2=2647
1268,45,Elon musk,Musk,M,46,None,Automotive ,Tesla Motors,19.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8d90fd4bbe6f2652f61c15/416x416.jpg?background=000000&cropX1=0&cropX2=1999&cropY1=159&cropY2=2159
8080,61,Hinduja family,Hinduja,M,,United Kingdom,Diversified ,diversified,19.5 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5a8159ea4bbe6f2652f547d4/416x416.jpg?background=000000&cropX1=1029&cropX2=3189&cropY1=6&cropY2=2165
7091,37,Tadashi yanai,Yanai,M,69,Japan,Fashion & Retail ,fashion retail,19.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5ac24e1ca7ea432fbc1dc7fa/416x416.jpg?background=000000&cropX1=874&cropX2=2885&cropY1=491&cropY2=2501
4089,52,Vladimir lisin,Lisin,M,62,None,Metals & Mining ,"steel, transport",19.1 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a80c93d31358e4955ad2cb5/416x416.jpg?background=000000&cropX1=9&cropX2=1871&cropY1=148&cropY2=2012
1540,48,Laurene powell jobs,Powell jobs,F,54,None,Philanthropy/NGO ,"Apple, Disney",18.8 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a270a504bbe6f37e65991c9/416x416.jpg?background=000000&cropX1=1150&cropX2=4486&cropY1=0&cropY2=3333
2468,71,Azim premji,Premji,M,72,India,Technology ,software services,18.8 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7f0e8231358e4955ad1813/416x416.jpg?background=000000&cropX1=979&cropX2=3562&cropY1=11&cropY2=2592
7121,60,Alexey mordashov,Mordashov,M,52,Russia,Metals & Mining ,"steel, investments",18.7 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a808e7a4bbe6f2652f53d31/416x416.jpg?background=000000&cropX1=846&cropX2=3515&cropY1=0&cropY2=2667
5408,62,Lee kun-hee,Lee,None,76,None,Diversified ,Samsung,18.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/58f8d8e84bbe6f1aff4612ef/416x416.jpg?background=000000&cropX1=0&cropX2=705&cropY1=31&cropY2=737
3816,63,Lakshmi mittal,Mittal,M,68,None,Metals & Mining ,steel,18.5 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/59cbfbf5a7ea434a34f46a72/416x416.jpg?background=000000&cropX1=15&cropX2=2362&cropY1=10&cropY2=2359
9117,64,Wang wei,Wang,M,48,China,Service ,package delivery,18.2 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7cf9f7a7ea431690130d30/416x416.jpg?background=000000&cropX1=1243&cropX2=2927&cropY1=150&cropY2=1834
6535,59,Leonid mikhelson,Mikhelson,M,62,None,Energy ,"gas, chemicals",18.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a80ab314bbe6f2652f53efa/416x416.jpg?background=000000&cropX1=654&cropX2=3172&cropY1=5&cropY2=2522
4320,87,Charoen sirivadhanabhakdi,Sirivadhanabhakdi,M,74,Thailand,Food and Beverage ,"drinks, real estate",17.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/58a2956ca7ea431f321976b1/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=85&cropY2=829
1515,57,Pallonji mistry,Mistry,M,89,None,Construction & Engineering ,construction,17.8 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/222dbe79a423261046cbdb42ac70e16b/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744
7259,68,Ray dalio,Dalio,M,68,USA,Finance and Investments ,hedge funds,17.7 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5ac959f74bbe6f2310f1e05c/416x416.jpg?background=000000&cropX1=777&cropX2=3143&cropY1=114&cropY2=2478
1748,65,Takemitsu takizaki,Takizaki,M,73,None,Manufacturing ,sensors,17.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a0a24205655325303469e7ab36397dc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=116&cropY2=860
9662,80,William ding,Ding,M,46,China,Technology ,online games,17.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7d09364bbe6f2652f51155/416x416.jpg?background=000000&cropX1=4&cropX2=1672&cropY1=396&cropY2=2063
7106,91,R. budi hartono,Hartono,M,77,None,Finance and Investments ,"banking, tobacco",17.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/b8d46ef97d58d450be629bd0fddc9a6e/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=10&cropY2=754
3828,66,Gina rinehart,Rinehart,F,64,None,Metals & Mining ,mining,17.4 BUSD,-1.2570000000000001 millions USD,https://specials-images.forbesimg.com/imageserve/59f73f7831358e542c046b65/416x416.jpg?background=000000&cropX1=211&cropX2=1123&cropY1=82&cropY2=995
1163,86,German larrea mota velasco,Larrea mota velasco,None,64,Mexico,Metals & Mining ,mining,17.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/597a47174bbe6f3eb800b6b8/416x416.jpg?background=000000&cropX1=1901&cropX2=3603&cropY1=368&cropY2=2069
3018,58,Carl icahn,Icahn,None,82,United States,Finance and Investments ,investments,16.8 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/57e5739ca7ea430a8a1a2b8f/416x416.jpg?background=000000&cropX1=74&cropX2=744&cropY1=74&cropY2=744
2735,78,Stefan persson,Persson,M,70,None,Fashion & Retail ,H&M,16.8 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8121d54bbe6f2652f545f0/416x416.jpg?background=000000&cropX1=599&cropX2=2597&cropY1=15&cropY2=2015
2885,102,Michael hartono,Hartono,M,78,Indonesia,Manufacturing ,"banking, tobacco",16.7 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8121d54bbe6f2652f545f0/416x416.jpg?background=000000&cropX1=599&cropX2=2597&cropY1=15&cropY2=2015
5934,73,Joseph lau,Lau,M,66,Hong Kong,Real Estate ,real estate,16.7 BUSD,-0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5a7e6ca6a7ea431690132547/416x416.jpg?background=000000&cropX1=125&cropX2=1076&cropY1=81&cropY2=1033
4166,75,Thomas & raymond kwok,Kwok,M,,Hong Kong,Real Estate ,real estate,16.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a579cfd4bbe6f2652f2517c/416x416.jpg?background=000000&cropX1=152&cropX2=1061&cropY1=6&cropY2=915
9441,69,Vagit alekperov,Alekperov,M,67,Russia,Energy ,oil,16.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a80c400a7ea431690133cb7/416x416.jpg?background=000000&cropX1=481&cropX2=2139&cropY1=0&cropY2=1658
9353,89,James ratcliffe,Ratcliffe,None,65,United Kingdom,Manufacturing ,chemicals,16.4 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a815b254bbe6f2652f547e0/416x416.jpg?background=000000&cropX1=252&cropX2=2046&cropY1=814&cropY2=2608
2188,76,Donald bren,Bren,M,86,United States,Real Estate ,real estate,16.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=126&cropX2=651&cropY1=31&cropY2=556
7717,70,Iris fontbona,Fontbona,None,75,None,Metals & Mining ,mining,16.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=126&cropX2=651&cropY1=31&cropY2=556
2192,74,Gennady timchenko,Timchenko,M,65,Russia,Energy ,"oil, gas",16.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a80a596a7ea431690133b09/416x416.jpg?background=000000&cropX1=5&cropX2=2533&cropY1=460&cropY2=2990
2488,72,Abigail johnson,Johnson,F,56,None,Finance and Investments ,money management,15.9 BUSD,0.0 millions USD,https:http://specials-images.forbesimg.com/imageserve/57e570c54bbe6f24d1f891b6/416x416.jpg?background=000000&cropX1=63&cropX2=615&cropY1=68&cropY2=621
3185,82,Vladimir potanin,Potanin,M,57,None,Metals & Mining ,metals,15.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropX1=75&cropX2=2250&cropY1=5&cropY2=2181
8905,101,Lukas walton,Walton,M,32,None,Fashion & Retail ,Walmart,15.9 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropX1=75&cropX2=2250&cropY1=5&cropY2=2181
7982,81,Charlene de carvalho-heineken,De carvalho-heineken,None,63,None,Food and Beverage ,Heineken,15.8 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7fd414a7ea4316901331b7/416x416.jpg?background=000000&cropX1=0&cropX2=3280&cropY1=887&cropY2=4168
2026,85,Zhang zhidong,Zhang,M,46,None,Technology ,internet media,15.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/8c2c90c2667221740e4fe57cde754bf8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=18&cropY2=762
9002,100,Petr kellner,Kellner,M,54,Czech Republic,Finance and Investments ,banking,15.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/4023ab5df9aad04f544e7dfde9031598/416x416.jpg?background=000000&cropX1=32&cropX2=723&cropY1=3&cropY2=694
3554,105,Andrey melnichenko,Melnichenko,M,46,Russia,Energy ,"coal, fertilizers",15.5 BUSD,0.303 millions USD,https://specials-images.forbesimg.com/imageserve/5a809da44bbe6f2652f53def/416x416.jpg?background=000000&cropX1=651&cropX2=3302&cropY1=6&cropY2=2656
8859,88,David & simon reuben,Reuben,M,,None,Real Estate ,"investments, real estate",15.5 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/58ee56d9a7ea437ada262e00/416x416.jpg?background=000000&cropX1=253&cropX2=1732&cropY1=64&cropY2=1543
7732,99,Klaus-michael kuehne,Kuehne,None,81,None,Logistics ,shipping,15.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7e288b31358e4955ad1159/416x416.jpg?background=000000&cropX1=2640&cropX2=4000&cropY1=400&cropY2=1760
8085,83,Li shufu,Li,None,55,China,Automotive ,automobiles,15.3 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a7ccad231358e4955acf931/416x416.jpg?background=000000&cropX1=488&cropX2=1703&cropY1=161&cropY2=1377
4200,106,Mikhail fridman,Fridman,M,54,Russia,Energy ,"oil, banking, telecom",15.1 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5a80ac47a7ea431690133b64/416x416.jpg?background=000000&cropX1=534&cropX2=3793&cropY1=7&cropY2=3263
8146,55,Rupert murdoch,Murdoch,M,87,United States,Media & Entertainment ,"newspapers, TV network",15.0 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/5a8d934d4bbe6f2652f61c74/416x416.jpg?background=000000&cropX1=0&cropX2=1559&cropY1=81&cropY2=1639
3449,95,Dhanin chearavanont,Chearavanont,M,79,None,Diversified ,diversified,14.9 BUSD,-0.001 millions USD,https://specials-images.forbesimg.com/imageserve/58accecd4bbe6f0e55874019/416x416.jpg?background=000000&cropX1=61&cropX2=684&cropY1=226&cropY2=850
4436,84,Robert kuok,Kuok,M,94,None,Diversified ,"palm oil, shipping, property",14.8 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/4f21e64d970512f81a766649fb072f0d/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743
9176,90,Emmanuel besnier,Besnier,M,47,None,Food and Beverage ,cheese,14.7 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/4f21e64d970512f81a766649fb072f0d/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743
1380,108,Shiv nadar,Nadar,M,72,None,Technology ,software services,14.6 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/37d84982997cb979720fb6f28fa88067/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=111&cropY2=855
7168,107,Viktor vekselberg,Vekselberg,M,61,None,Energy ,"metals, energy",14.4 BUSD,0.047 millions USD,https://specials-images.forbesimg.com/imageserve/5a80c89231358e4955ad2ca8/416x416.jpg?background=000000&cropX1=752&cropX2=3164&cropY1=5&cropY2=2416
3436,117,Aliko dangote,Dangote,None,61,None,Manufacturing ,"cement, sugar, flour",14.1 BUSD,0.001 millions USD,https://specials-images.forbesimg.com/imageserve/5a7fd828a7ea43169013322e/416x416.jpg?background=000000&cropX1=240&cropX2=2897&cropY1=11&cropY2=2667
2697,56,Harold hamm,Hamm,M,72,None,Energy ,oil & gas,14.1 BUSD,0.0 millions USD,https://specials-images.forbesimg.com/imageserve/59d563d8a7ea436b47b371d7/416x416.jpg?background=000000&cropX1=1310&cropX2=2937&cropY1=960&cropY2=2589
